NodeB_ID,Cell_Id,VS.MeanRTWP(dBm),DCH User Num,HSDPA User Num,HSDPA User Throughput (kbit/s),FACH User Num,HSUPA User Num,HSUPA User Throughput (kbit/s),PD85,FR_DROP_DL,FR_DROP_UL
410000,410022,-102.9273,14.4252,7.254,1435.4635,4.4882,10.1053,59.23,475.68,1961,481
2460000,2460023,-102.3599,15.9536,10.4836,681.0442,11.7845,12.0622,75.3373,886.69,25548419,5883
2310000,2310012,-100.0518,9.6465,4.9867,1288.8748,3.3598,6.448,68.3062,1876.01,1,356
930000,930022,-105.7882,9.0742,6.798,1100.3199,4.3048,7.0395,50.9065,10774.9,2095,0
810000,810021,-102.1643,29.5587,24.5185,731.3786,12.5572,25.8237,50.0794,2075.14,361916,0
1380000,1380032,-93.7219,7.5157,3.1334,621.2548,1.585,5.2427,52.6815,622.47,6700193,43053
2620000,2620012,-103.6204,30.1762,21.5245,226.5715,11.5564,25.3731,43.7147,6877.74,1566867,1404
1870000,1870013,-104.1308,18.4112,11.9094,97.4647,5.1093,14.2181,39.9576,20418.8,21,0
2630000,2630012,-99.6681,31.733,21.7024,328.8665,14.1974,25.5366,49.3122,11226.9,13325,295
1710000,1710013,-97.5875,14.229,5.4572,1433.6598,2.9335,7.8224,77.6926,529.97,1764,1044
2640000,2640021,-98.9499,40.5487,24.6234,449.7107,13.7839,29.5944,48.1467,1177.3,3442,13
2100000,2100012,-95.6568,42.9682,15.2214,193.7369,9.7136,23.0383,37.5586,2131.73,1419,189
750000,750031,-101.8605,16.1215,7.4264,1727.412,4.306,12.1827,69.7581,358.24,0,14
1540000,1540011,-100.7382,9.0136,4.6756,1707.35,2.5531,5.5266,74.1958,273.22,8475,581
830000,830011,-103.2924,23.2066,17.9557,869.0083,13.495,18.972,67.297,3671.85,1434,448
350000,350013,-99.0295,32.5062,16.2348,611.1505,7.9642,19.9761,51.3718,381.47,233,14
2650000,2650022,-100.7984,36.9792,20.3692,496.7006,10.3898,27.0238,43.6895,6655.98,9611,3181
1800000,1800023,-104.9882,12.448,7.9821,1823.644,6.7392,8.692,73.3803,1063.65,142683,2226
290000,290021,-101.1149,9.5985,4.2873,722.2989,2.2332,6.2514,47.8785,1257.72,284,318
2260000,2260011,-97.1601,10.2208,3.7688,1132.9725,2.6382,6.1409,59.8802,387.85,125,470
1820000,1820011,-100.7344,12.4858,5.3692,1158.4609,2.8976,7.9411,61.9683,1079.99,7799,6
1490000,1490022,-101.1294,7.9763,4.3995,1818.8665,3.4755,5.2915,57.9032,337.08,929,336
580000,580023,-104.1624,8.1458,5.0462,1487.1167,2.8338,5.7999,58.2074,552.44,94,42
210000,210033,-104.1192,7.7745,4.2399,1133.4956,2.6793,5.5917,52.0042,2699.97,20683,2741
2660000,2660013,-98.0505,12.0948,4.2538,1424.3486,3.5484,5.9108,68.003,565.77,716,8
1510000,1510012,-98.1304,28.8031,15.144,445.3707,9.8084,19.5938,48.1005,8120.58,5364,7
2460000,2460013,-98.0001,22.6805,12.4523,553.5571,11.3933,16.1078,67.4973,1773.32,25548419,5883
1410000,1410011,-94.3582,23.8548,9.6715,639.7324,5.5713,14.2908,57.1791,1323.35,250,367
1100000,1100031,-100.401,11.9221,6.6955,1557.2208,5.3627,8.7013,71.9333,362.28,69,529
330000,330011,-103.2292,18.2854,12.4785,822.6011,7.3718,13.4955,81.1107,3277.31,0,3
2220000,2220023,-101.6221,19.1183,11.2782,1359.0142,8.1076,13.0095,56.3911,573.62,214,1311
2130000,2130022,-105.7095,9.0017,4.4823,996.3959,3.7912,5.9153,43.3937,632.15,0,338
730000,730022,-102.6464,1.5374,0.7178,463.9634,0.4042,1.1675,44.4471,3143.58,0,3
1160000,1160011,-97.6863,15.0886,6.2428,1146.9414,3.6211,8.6766,61.6941,615.33,194,32
1680000,1680011,-96.8579,28.1881,11.6901,723.2175,8.497,16.5221,57.4234,531.08,6,6
1050000,1050012,-93.8362,28.2972,13.949,561.2533,9.2569,16.6284,50.9815,3046.22,381,394
1220000,1220011,-96.5821,22.6462,12.5549,576.3615,8.7289,14.5066,56.6592,860,209,0
1190000,1190033,-105.0117,2.1193,1.4053,1578.0329,0.7659,1.5833,72.5867,144.44,225,16
1890000,1890023,-102.6342,5.4548,2.5388,695.3118,1.6713,3.3029,54.2529,6958.04,193,181
940000,940021,-102.4287,12.0011,6.4204,1150.2747,5.1781,8.1222,58.3369,1656.85,651,6
1030000,1030023,-104.1811,8.537,4.1754,1663.5716,3.58,5.7726,60.733,574.29,0,1
240000,240033,-103.6858,12.3492,8.6101,1879.4273,6.0466,9.6842,78.9354,1587.35,317,0
1930000,1930026,-102.257,18.6386,10.2465,1317.9818,8.4224,14.1739,55.0966,1222.32,0,9
860000,860013,-93.5816,86.6674,45.1685,33.8593,16.8068,53.9048,33.4384,1929.57,108,1452
850000,850013,-97.2423,15.1618,6.2309,1069.6207,3.9323,8.291,67.1425,901.44,7198,14529
2670000,2670012,-99.7814,10.7606,4.5159,1502.1704,3.3747,5.6721,58.6055,379.31,36,365
1500000,1500012,-98.184,21.2463,9.0912,836.3115,5.0421,10.5788,61.5996,1525.89,7106,5
430000,430012,-95.099,33.1061,15.0637,836.5316,8.2291,21.2267,60.7359,899.31,687989,1660
2050000,2050011,-95.0227,27.4741,10.4547,832.3894,8.6708,14.9671,57.8273,590.52,63,297
1880000,1880021,-98.7819,36.0253,14.5243,685.8238,7.3155,9.7874,54.7047,1892.22,486862,64
2680000,2680023,-103.2564,14.8643,7.9284,1675.9579,7.3337,9.1806,73.8803,536.44,17283,527
1970000,1970032,-104.9494,6.6374,3.44,1971.8204,2.1941,4.5344,72.1815,1842.06,12410,3
140000,140013,-99.892,12.0376,3.8669,1164.4419,1.7155,6.5922,70.9924,766.8,255,34
980000,980021,-104.8825,8.0743,4.5164,1714.6613,3.7371,5.4519,82.2712,917.98,268219,0
240000,240013,-98.43,20.5288,12.2068,1043.9814,5.8967,14.2055,65.6119,1808.49,317,0
1070000,1070022,-99.9544,13.6767,7.2242,1268.9868,5.5622,8.8573,51.5968,478.43,179,474
1850000,1850011,-103.5978,13.738,8.036,662.297,4.986,10.723,53.9482,8175.82,24401,8562
120000,120032,-103.0165,34.8258,28.7046,688.5151,26.4997,29.1919,46.3051,10281.7,280871,4794
1830000,1830022,-105.3266,1.5564,0.6021,645.6847,0.371,1.1683,41.9636,3386.17,2444,72705
40000,40033,-102.0594,19.6556,11.1145,1567.0243,9.4982,13.7459,64.6384,766.77,264,117
1470000,1470012,-94.7601,68.5979,49.7654,81.7058,22.6805,55.6019,39.9542,7801.82,1514,0
2690000,2690011,-104.5813,7.6527,4.3917,1631.0341,2.613,5.504,93.49,6845.14,3188,0
930000,930021,-104.2572,15.2656,10.4815,1051.7771,9.5498,11.6566,69.0899,5575.32,2095,0
900000,900013,-99.1804,32.8947,13.8319,512.414,9.0597,20.2635,55.7362,5147.45,358,2
890000,890035,-105.2052,9.1759,6.8967,2303.4506,5.0398,7.96,87.1669,2052.79,98,16
2330000,2330021,-100.7502,30.5898,20.3009,1018.0035,12.9287,22.8948,54.9205,1207.97,13677,0
2700000,2700021,-103.5367,5.0412,3.1849,1700.8009,2.4477,3.6317,79.2369,549.62,169978,148836
1450000,1450012,-99.8934,22.8389,12.6526,555.5714,8.6992,17.6929,46.8332,5225.41,1790,8670
1240000,1240011,-98.5466,16.3258,6.7864,344.4026,2.3924,9.4982,45.762,727.78,0,604
1730000,1730031,-102.1195,9.7092,6.6573,1625.7592,5.8998,7.5601,65.8761,582.57,330,15
2710000,2710011,-99.4846,30.5335,15.06,698.6773,7.7911,18.3169,50.5166,940.33,649,1648
600000,600012,-94.9911,26.0167,11.4578,705.6769,5.7432,15.1515,62.2208,539.35,8601,1
1300000,1300012,-100.2468,2.6523,0.9074,1299.5966,0.602,1.408,69.2014,3028.65,68,168
2060000,2060033,-106.0027,7.9466,5.904,1183.9274,6.4377,6.7015,60.256,6803.71,4593202,12165
30000,30012,-89.9927,37.2386,17.7757,349.2931,11.9517,22.3749,39.9508,1790.62,22754,562
1440000,1440024,-105.1806,5.6301,2.2553,898.8537,0.956,2.7649,54.2598,330.21,555,319
690000,690022,-99.6608,42.4697,23.3893,660.5298,13.7027,13.2763,53.6996,1910.69,3972,3358
1030000,1030012,-100.0873,19.7343,8.5871,754.3762,5.9758,11.4451,68.0929,792.29,0,1
1360000,1360022,-101.8423,17.0677,10.323,804.531,7.7184,12.1147,47.4045,807.46,200,510
2720000,2720022,-102.4095,27.4105,11.5484,1485.7056,9.3724,9.5691,69.8207,3893.35,108014,73
2730000,2730011,-96.8373,26.407,17.5102,280.3853,11.5063,21.3804,50.4103,6734.7,1471,347
2080000,2080022,-101.3866,5.5259,1.6096,1198.9905,1.2638,3.2824,64.3631,572.42,28,471
2740000,2740012,-106.4812,6.8507,3.0794,903.0436,2.5611,5.5868,80.1643,12889.6,2887,2045
2000000,2000012,-101.4382,8.1068,2.6259,1049.0599,1.189,5.2951,71.7671,606.83,85,4
1020000,1020031,-104.6811,2.6958,0.7068,1076.3353,0.3228,1.6015,49.5341,4622.36,278186,539
1900000,1900011,-100.2965,15.9243,8.4592,467.0078,3.5388,11.6572,60.8778,9719.08,35013384,6684
1700000,1700012,-93.1801,52.9141,27.9027,254.1694,29.5472,32.3679,36.5363,8502.05,476420,16
2450000,2450021,-105.2307,13.3836,11.0207,1795.0403,11.4535,11.0616,78.4227,4536.56,219506,31
2020000,2020012,-101.2317,12.7194,6.0474,888.9844,4.7634,8.261,68.9445,1817.65,5988427,179
2750000,2750012,-101.7708,20.4727,14.3347,1490.3463,16.3386,17.9074,100.0821,3539.04,110,287
40000,40012,-101.482,8.4044,3.229,1560.3328,1.5826,5.0189,75.9588,385.45,264,117
640000,640013,-104.6563,3.9134,2.1338,1939.1771,2.5707,3.0674,69.0988,5481.91,349,0
2170000,2170033,-101.3236,18.9357,10.0776,1168.9938,8.4478,12.5339,53.4219,3070.06,496,586
1630000,1630021,-105.313,8.3232,6.4506,2123.4545,7.9403,7.0562,65.8734,2852.58,135487,1954
700000,700031,-104.9256,14.6875,11.432,2955.7498,8.7994,11.8184,86.3681,3010.09,21822,7
230000,230012,-99.16,7.8947,3.024,1575.8544,1.8499,4.2459,64.7012,614.19,2,1
650000,650021,-101.4841,21.2553,11.4792,1479.249,9.517,13.8355,60.0037,961.46,407,0
2260000,2260021,-102.3195,9.2794,3.8312,1569.6907,2.8844,6.0384,69.3018,504.95,125,470
2160000,2160011,-97.6919,10.7527,3.4576,827.7473,1.683,6.2271,66.0657,1295.3,159,0
390000,390023,-102.8578,10.1282,5.9097,1404.233,4.6802,7.5726,59.9606,956,1238,457
1430000,1430021,-104.6274,10.9621,6.01,1343.7797,3.9096,8.0145,85.6349,614.38,609,1
2760000,2760012,-95.2801,38.1736,24.7802,283.5399,17.6232,29.2081,43.1599,9948.04,9846620,436018
2650000,2650033,-96.96,31.0162,19.0452,827.2253,13.2372,21.6188,47.0143,1219.61,9611,3181
2770000,2770012,-99.3857,23.3197,17.4813,340.6474,9.9615,19.7073,45.2934,6436.9,5333956,8294
1690000,1690031,-102.1398,18.9802,11.9597,1110.728,9.421,14.0242,60.6484,960.83,46623,12301
1530000,1530031,-102.4427,12.1087,6.0196,1395.06,3.9897,6.1699,56.4306,613.37,1179343,352
1740000,1740021,-102.6268,9.6038,5.1407,1531.4377,3.6575,6.7061,56.6655,335.68,42293,2
2470000,2470023,-97.5821,20.5499,9.9706,404.8333,6.067,12.001,41.1694,4871.8,118,13
1730000,1730012,-100.2172,8.7115,3.6873,750.0358,2.2946,5.0392,71.5663,707.74,330,15
1560000,1560011,-99.9398,9.4949,3.8906,1406.6825,1.6731,5.406,69.2324,1055.71,0,0
2780000,2780031,-100.124,16.3543,9.1344,1272.739,8.1078,11.3371,56.5731,1032.58,187,627
1980000,1980021,-105.4192,4.2644,1.8236,940.8087,1.2472,3.0984,76.6499,7945.57,304,668
2790000,2790021,-98.9126,44.3989,27.5783,346.9397,20.6263,31.8657,41.7957,3414.31,195,870
1020000,1020011,-101.0234,3.4387,1.2917,982.879,0.7892,2.2444,62.9548,606.46,278186,539
2200000,2200012,-95.8284,57.3204,40.3307,112.2148,20.6381,49.6793,45.7086,4137.88,382,231
1740000,1740012,-98.431,17.4793,6.4518,1012.5462,3.6355,10.4908,66.6958,760.11,42293,2
2470000,2470022,-99.7532,13.4849,6.1064,742.5037,3.8832,8.0303,50.6871,3380.03,118,13
2570000,2570031,-100.5624,25.5523,17.8782,1134.5381,13.9995,20.5865,82.1404,1788.34,2307294,7239
2460000,2460031,-103.1061,11.5999,8.9695,725.5961,6.3964,9.6847,72.3912,2543.4,25548419,5883
2600000,2600022,-98.4481,17.9522,9.6809,972.2415,5.1089,12.5448,54.1789,2287.53,3647,326
2170000,2170032,-103.1126,7.2704,2.9841,1339.2852,2.4236,4.3088,61.6016,1685.5,496,586
2330000,2330022,-102.9128,11.9045,6.5251,1061.7876,4.5655,8.4189,62.0072,1609.69,13677,0
1310000,1310035,-100.5706,11.6267,7.0852,1949.4914,5.5841,8.4274,79.4467,533.1,142982,16
2400000,2400023,-104.9302,7.6259,3.1264,1335.7326,1.85,4.9387,57.904,1815.88,3763,307
2440000,2440013,-97.1495,35.9129,16.4038,821.4287,5.8983,18.9079,58.1387,1094.98,280082,580
220000,220021,-101.8245,27.4167,19.8641,672.439,13.482,17.0314,65.2896,5316.03,9105840,1322
2800000,2800011,-101.0008,9.1679,4.7544,1456.1534,2.4971,6.4497,74.0174,1541.53,2858,368
2720000,2720021,-103.7396,21.6037,13.1281,1647.4598,9.6822,9.8421,78.139,4724.5,108014,73
1670000,1670021,-99.5282,35.3807,19.2585,1038.6159,11.6199,23.6843,60.1847,596.13,276,183
230000,230022,-102.8572,6.838,2.9487,1454.4933,2.5792,4.1979,70.8098,799.65,2,1
2810000,2810031,-100.386,8.7962,5.7926,1541.2859,5.5997,6.5679,67.1236,1435.59,301,255
90000,90013,-92.9029,41.8317,18.7753,456.3995,15.1728,25.4898,54.809,2842.12,93,345
750000,750024,-102.5459,12.0045,5.3566,1857.7882,3.108,8.159,83.1843,475.81,0,14
520000,520023,-104.84,4.2758,2.5125,854.5816,2.0289,3.2848,53.6588,905.41,7632641,1226
440000,440021,-103.7653,6.0167,3.3564,1447.1533,2.7664,4.4936,60.9235,501.55,2,193
2720000,2720013,-98.9329,46.3003,26.6336,265.5594,12.1655,18.4637,57.8508,4383.81,108014,73
2820000,2820021,-103.0325,9.7038,4.305,1221.248,3.4693,5.7141,61.9707,918.58,2,174
960000,960012,-97.0771,45.6203,23.0566,381.7626,15.3802,29.6048,57.009,677.57,4004,10
480000,480021,-100.7611,26.1817,13.351,1203.6047,14.7428,16.465,54.7267,1544.66,0,1031
820000,820011,-101.9072,24.007,14.0042,657.6492,6.3206,17.5899,56.6776,3424.92,396,411
2560000,2560022,-105.8439,6.3077,4.1831,2199.4725,4.727,4.6984,73.8492,613.95,253131,815
2020000,2020013,-96.4975,25.2911,10.6721,539.1974,5.3847,14.9828,55.5511,2020.37,5988427,179
660000,660023,-105.1825,16.0632,12.5748,1030.6115,6.9305,12.6748,56.4365,4377.88,2325916,10784
2280000,2280022,-104.3814,5.3585,3.0542,1100.8712,1.7795,4.1384,62.5948,280.98,0,1
1850000,1850012,-97.3592,53.5857,35.4379,150.7159,20.6479,40.3241,53.7023,9408.99,24401,8562
2080000,2080012,-94.4941,10.9859,2.5412,1061.913,1.4103,6.0832,63.6613,477.11,28,471
1150000,1150022,-105.4825,2.6119,1.2052,1621.7574,1.1086,1.7718,65.2959,2464.59,2847,4
2830000,2830021,-101.9395,15.9734,11.1566,1967.3001,8.6029,12.3729,87.2063,311.78,252,575
2550000,2550013,-104.0265,5.4318,3.5116,1800.3411,3.4013,4.474,84.5767,611.83,12771023,2699
2690000,2690013,-101.8308,22.7669,16.0824,863.6295,12.5314,17.6287,64.0971,5670.74,3188,0
130000,130025,-104.8981,8.9447,4.7872,2644.7862,2.503,6.569,98.7245,491.82,495,681
2820000,2820012,-95.5725,19.8329,9.3964,777.6063,7.3198,11.8838,53.5665,2248.27,2,174
2840000,2840012,-96.0064,12.8355,6.0656,829.1472,3.7086,7.7086,57.5219,796.29,125,289
530000,530031,-99.9618,6.3354,3.481,1844.843,2.3805,4.7433,63.9042,233.36,421,0
1110000,1110022,-103.5061,6.5775,3.68,1038.744,1.6115,4.9038,57.4306,485.93,2953,1548
2850000,2850016,-97.2734,31.3009,12.5369,357.4908,5.0164,24.733,72.9693,8037.46,1522551,0
870000,870012,-99.3732,25.0533,10.3486,552.3995,4.1818,16.5166,67.2497,824.58,14275,4
2860000,2860021,-102.2889,20.6635,13.7593,1298.4375,9.6401,16.1758,63.3622,862.73,251,1
2870000,2870012,-96.228,56.3976,37.19,62.7612,19.29,45.6133,40.8899,7072.41,171,0
1960000,1960012,-98.9258,32.1564,17.7515,1089.8978,6.0798,20.8608,64.2685,575.61,744,12
2830000,2830013,-96.2111,19.4038,7.911,1258.5744,4.3988,11.5704,56.17,1410.12,252,575
1300000,1300022,-103.443,1.8189,0.5689,949.1804,0.3693,1.0693,57.3657,2817.36,68,168
2550000,2550011,-104.4016,14.6981,10.884,847.7194,9.5039,12.8675,60.2986,3359.3,12771023,2699
1040000,1040021,-106.1051,15.8674,12.0885,1114.668,8.4071,12.5198,46.0911,3467.98,96353,2053
2610000,2610011,-98.5915,11.9996,5.0721,1126.3218,4.9659,6.0814,58.5469,358.87,49,3
1840000,1840011,-87.7326,23.6619,11.3598,716.6738,8.2635,14.9295,39.6436,1275.97,1003,3
1730000,1730021,-102.4115,11.1185,6.7386,1689.7106,4.7164,7.6167,63.0548,511.89,330,15
2710000,2710012,-98.1692,34.0191,19.1309,677.868,10.294,21.6452,55.8057,713.19,649,1648
1740000,1740011,-100.3117,12.3915,5.8358,1110.7842,3.6748,7.2526,53.0268,368.09,42293,2
1610000,1610023,-106.1823,8.2809,6.1405,1219.0823,3.4927,6.3769,76.4018,2240.6,3820494,1138
2180000,2180015,-103.4468,12.2362,6.6738,1179.1863,3.3128,8.2786,77.7897,6196.71,951121,1315
2560000,2560011,-104.1445,9.3854,5.5501,1297.0579,3.0136,7.199,53.3773,5109.98,253131,815
2880000,2880021,-105.8017,6.4768,3.6476,2939.9528,2.3608,5.2513,82.3505,2479.29,756175,11126
120000,120022,-102.9202,36.1169,27.7779,685.0652,17.0332,29.3077,45.0574,10501.6,280871,4794
1440000,1440012,-94.8293,23.3088,12.5902,822.8792,7.9474,13.0729,50.0012,956.23,555,319
2890000,2890011,-96.4387,27.1645,12.4808,497.8511,8.1097,15.9251,45.485,1846.62,1222,20
1690000,1690021,-101.4651,25.3342,12.2053,1028.8475,7.0862,16.2517,55.6571,1024.3,46623,12301
2900000,2900023,-102.4093,38.1793,27.0133,641.4427,19.0277,27.7177,61.7627,4288.09,3146479,1328
380000,380012,-103.628,13.7545,11.0803,1439.8002,7.2569,11.9953,108.5011,2241.82,928,478
2590000,2590011,-98.5685,11.8831,4.1497,491.1807,3.3199,6.1884,46.5023,3481.94,57,146
390000,390021,-96.8795,24.7542,12.7032,906.0397,8.9247,17.5274,49.1717,589.88,1238,457
2440000,2440021,-101.5927,17.7592,7.1863,1800.8577,4.1154,9.6654,70.9725,742.32,280082,580
350000,350014,-96.2976,41.4949,17.2517,676.1493,7.2181,25.8294,54.7208,772.8,233,14
2910000,2910012,-92.0182,41.2989,29.4627,336.62,24.1622,33.5419,47.5141,5636.85,6277,2040
670000,670033,-106.4493,1.1322,0.517,1282.7606,0.4414,0.7007,67.3737,5450.22,417,179
1760000,1760012,-99.1308,31.8733,15.718,252.1029,6.4765,22.0665,53.574,6229.17,53164346,8707
1390000,1390031,-105.5957,6.5293,4.9814,1742.6682,4.0593,5.1698,67.5041,3364.49,798,360
2840000,2840031,-99.9163,14.1584,8.7156,1387.8031,10.7944,10.1864,55.2052,1430.04,125,289
2620000,2620031,-106.0646,7.8389,6.6293,1199.2088,2.8147,6.7878,73.2608,10342.6,1566867,1404
1620000,1620013,-94.5868,22.6737,8.9461,690.6064,7.1015,12.3437,47.8244,1075.26,125,42
2810000,2810012,-98.818,8.0845,3.2488,902.2145,2.2884,4.885,64.8929,3786.76,301,255
1870000,1870031,-102.974,29.9452,27.4489,111.3437,17.3734,27.2667,42.3639,3988.81,21,0
60000,60013,-103.3573,23.3244,16.9612,351.1505,10.6322,19.8983,44.6038,4844.28,3486039,1213
2830000,2830022,-101.8473,15.0808,8.7746,1600.0232,7.1528,10.4048,66.1654,579.87,252,575
800000,800033,-103.1271,31.2832,19.7466,272.5091,12.4381,23.8776,36.3042,5770.34,4273,0
950000,950022,-98.7181,14.2219,7.133,1597.0304,6.698,9.5474,63.9324,346.33,176,558
2920000,2920013,-98.6378,32.5998,17.7766,288.3786,10.3962,23.4542,48.499,4043.5,1983685,2873
2930000,2930012,-98.7238,36.8221,23.8755,240.3635,7.702,31.0398,53.372,7403.39,1714774,0
110000,110012,-95.8916,30.6773,16.0528,693.2771,5.6111,21.428,57.8026,860.83,681,42
2650000,2650011,-98.0332,25.162,10.6024,540.9392,3.6142,16.9053,50.8965,2133.38,9611,3181
2940000,2940012,-101.6667,28.388,21.2067,753.3908,18.0598,22.4137,57.9653,5646.55,2088,1450
670000,670010,-103.8152,9.7464,5.2766,973.5924,2.5956,6.0668,59.1487,2529.85,417,179
390000,390012,-98.0585,14.4006,8.078,873.0816,6.5076,10.0409,53.3101,355.43,1238,457
2850000,2850023,-102.8065,16.7254,9.6944,526.4719,4.8177,13.8818,58.399,8193.57,1522551,0
1190000,1190023,-104.8501,2.5847,1.3876,1504.0845,0.9666,1.7483,46.1775,152.63,225,16
2090000,2090011,-107.199,5.3734,3.4652,1640.5227,2.2779,4.1197,81.721,5063.57,10159,1930
320000,320021,-101.4949,16.5085,10.5777,1698.0223,7.6128,13.5125,66.5287,3654.52,105690,37
2850000,2850013,-96.7536,39.397,19.3626,222.5871,10.7929,29.5202,59.0895,8070.49,1522551,0
1800000,1800021,-104.9506,14.1509,8.3373,1495.0563,4.0576,9.6299,65.4569,1237.06,142683,2226
1700000,1700023,-103.915,4.1544,1.5271,1259.0711,1.3076,2.7427,52.2272,3054.88,476420,16
1200000,1200011,-100.848,36.5011,24.3729,196.5955,13.6849,27.13,50.8477,18370,38870,7529
970000,970022,-106.5454,5.0194,4.3517,1710.9753,3.3794,4.6641,72.9112,5014.55,540474,1554
580000,580011,-98.299,25.9204,12.1448,625.5864,7.0624,14.7052,48.884,1067.75,94,42
1090000,1090012,-99.0258,26.7746,15.3343,392.8352,5.7425,19.5893,55.2359,2440.83,12190674,9
2950000,2950011,-98.4857,6.2743,2.8419,1200.3108,1.921,3.8468,62.5976,513.61,18842,582
1160000,1160013,-97.9027,11.8357,4.6179,1412.1755,4.9115,6.6088,62.8108,371.06,194,32
200000,200022,-101.0259,16.6723,9.9935,1806.9489,6.8756,12.2477,72.1683,349.38,63,25
1960000,1960013,-100.7757,17.293,9.7973,1152.5448,5.694,11.0496,72.3777,330.01,744,12
2050000,2050013,-98.3994,9.6259,2.7833,1296.1283,2.0122,4.4052,74.5441,377.33,63,297
1310000,1310025,-104.1564,17.5412,7.7881,1642.4888,5.5701,9.6547,77.9135,1517.13,142982,16
1930000,1930023,-101.8901,17.9361,8.2016,951.0303,7.265,12.7136,44.9521,1245.49,0,9
2360000,2360021,-105.0175,6.4658,3.8887,2536.4364,3.0152,4.5308,126.9355,351.63,14657,1226
2360000,2360023,-104.6063,9.7989,5.8636,2339.4953,5.6002,7.3544,96.046,300.91,14657,1226
1380000,1380022,-102.5278,14.0893,5.8641,695.576,5.1252,8.9417,68.4757,608.99,6700193,43053
2370000,2370032,-98.893,19.0306,11.4564,1879.4504,12.21,13.6177,62.4219,511.54,176,911
1110000,1110012,-98.8833,14.4531,6.794,1127.6103,4.553,9.1581,59.0513,617.35,2953,1548
890000,890014,-104.3012,8.648,5.063,1537.2877,2.5391,6.1122,74.5153,656.87,98,16
2680000,2680022,-100.0561,30.4848,17.8734,1458.609,17.5395,20.3494,66.3702,853.36,17283,527
1460000,1460012,-97.0585,59.3832,43.1504,143.4062,38.8267,47.4161,51.7877,7261.26,2977242,1710
1770000,1770011,-95.5952,34.1172,19.387,267.6837,7.0064,21.8543,47.1607,1983.79,207674,6
360000,360023,-103.3978,7.7632,4.0635,1443.9885,3.0482,4.8225,58.0224,562.95,0,706
2520000,2520022,-103.0188,2.7949,0.9939,1222.2795,0.6234,1.8894,55.7225,2205.07,80,222
1660000,1660023,-105.0104,6.8331,3.0089,2316.9457,2.4714,4.5188,58.4774,370.95,195,609
130000,130031,-103.133,10.2702,6.1845,1910.969,3.0726,7.7652,68.0748,1237.42,495,681
2960000,2960012,-105.4405,5.1563,3.0552,1075.8878,1.7257,3.9265,62.5626,19867,781,155
2030000,2030032,-103.6348,5.6898,2.8166,1133.8589,1.9557,3.8061,54.9792,2215.1,144317,6843
2390000,2390012,-96.9106,38.1335,17.0685,333.6461,6.5544,24.1543,49.3074,1520.83,87426,12
2890000,2890022,-100.8751,11.523,5.9494,856.818,4.043,7.7497,45.0821,5060.81,1222,20
1340000,1340022,-99.9971,34.5188,17.8184,1047.01,10.7203,10.574,72.419,4091.4,1734,852
2360000,2360033,-92.2351,5.6869,3.311,1855.0787,1.8682,4.216,69.753,314.12,14657,1226
900000,900012,-102.7093,13.7464,6.6138,891.9888,2.6812,10.0788,62.1773,5255.41,358,2
1990000,1990032,-104.8469,12.4563,10.6278,1837.1799,9.6914,11.1336,89.3785,5778.89,568925,104
340000,340021,-101.7812,9.1296,3.7495,1305.9862,2.1738,5.0283,67.4992,1153.57,52,1101
2780000,2780012,-96.1,27.5959,11.767,535.0713,7.2228,15.7044,55.3008,1689.6,187,627
270000,270011,-96.5131,18.8539,9.4028,897.6125,4.6341,11.3126,55.082,808.98,67,602
280000,280012,-98.7179,4.3644,1.4887,1383.8947,0.9579,2.5589,66.7662,663.49,167552,305
2020000,2020023,-102.8303,8.174,4.1869,763.852,2.8215,5.5475,68.8263,1115.49,5988427,179
1510000,1510023,-105.5978,1.4175,0.499,761.975,0.2271,1.062,48.5166,8019.93,5364,7
2640000,2640023,-96.3916,42.8604,19.58,1349.7515,13.437,25.6471,57.3733,606.42,3442,13
2270000,2270021,-98.4966,28.4108,17.3671,671.0571,18.3669,21.3401,46.0778,2166.98,1434,10
2970000,2970012,-106.5995,7.0735,5.7395,659.3873,3.0416,6.2564,83.6718,7086.77,144688,1020
1080000,1080023,-105.8046,7.0666,6.092,2031.8279,8.0137,6.3417,98.2371,5333.96,0,1072
2980000,2980013,-102.4725,29.692,17.8262,580.66,8.5684,20.4891,54.6638,2183.97,0,4
2990000,2990032,-104.7886,16.3073,14.2219,429.9716,8.3407,14.5916,63.0913,4823.04,179678887,361788
220000,220014,-98.7236,45.7711,30.0817,218.9883,7.3762,23.8382,49.6948,8018.02,9105840,1322
3000000,3000021,-97.3998,23.7731,12.2171,935.0985,10.6538,14.9509,54.956,4148.44,21,18
3010000,3010011,-102.991,19.2234,15.449,432.1281,13.6117,16.6104,53.5017,3477.29,288,465
1280000,1280021,-102.9599,7.846,2.3849,807.2499,2.0778,5.0401,46.5509,4470.32,396,652
1950000,1950032,-102.6323,15.4184,9.1799,1946.3011,10.7225,8.9932,82.8849,938.13,210252,2921
380000,380032,-105.4356,7.4915,6.7721,1996.5824,7.98,6.926,92.1093,2759.31,928,478
3020000,3020012,-101.2454,29.9141,23.0464,525.0785,17.8289,25.7915,52.6245,10563.3,5940,1318
3030000,3030012,-103.3244,15.7921,11.799,1831.5021,8.024,12.8211,91.7301,1977.96,5670,1636
